     ,Unnamed: 0 ,UDI   ,Product ID ,Type ,Air temperature [K] ,Process temperature [K] ,Rotational speed [rpm] ,Torque [Nm] ,Tool wear [min] ,Target ,Failure Type             ,Noise Power ,Noise    ,Difference Temperature ,Rotation per torque ,Torque per Rotation ,Tool wear per Rotation ,Tool wear per torque ,Tool wear per power
1892 ,      1892 , 1893 ,M16752     ,M    ,              297.8 ,                  307.4 ,                  1438 ,       43.6 ,            141 ,     0 ,No Failure               ,    6565.59 ,3705.59  ,    4.799999999999983  , 32.981651376146786 , 0.0303198887343532 ,    0.0980528511821974 ,  3.2339449541284404 , 0.021475602344953
1893 ,      1893 , 1894 ,L49073     ,L    ,              297.8 ,                  307.5 ,                  1631 ,       29.9 ,            144 ,     0 ,No Failure               ,    5106.86 ,2246.86  ,    4.849999999999994  , 54.54849498327759  , 0.0183323114653586 ,    0.088289393010423  ,  4.816053511705686  , 0.0281973658960692
1894 ,      1894 , 1895 ,H31308     ,H    ,              297.9 ,                  307.5 ,                  1880 ,       23.3 ,            146 ,     0 ,No Failure               ,    4587.14 ,1727.14  ,    4.800000000000011  , 80.68669527896995  , 0.0123936170212765 ,    0.0776595744680851 ,  6.266094420600858  , 0.0318281107618254
1895 ,      1895 , 1896 ,L49075     ,L    ,              297.9 ,                  307.6 ,                  1344 ,       54.3 ,            151 ,     0 ,No Failure               ,    7642.36 ,4782.36  ,    4.850000000000023  , 24.75138121546961  , 0.0404017857142857 ,    0.1123511904761904 ,  2.7808471454880297 , 0.0197582945582254
1896 ,      1896 , 1897 ,L49076     ,L    ,              297.9 ,                  307.5 ,                  1574 ,       35.8 ,            153 ,     0 ,No Failure               ,    5900.87 ,3040.87  ,    4.800000000000011  , 43.96648044692738  , 0.0227445997458703 ,    0.0972045743329097 ,  4.273743016759777  , 0.0259283800524329
1897 ,      1897 , 1898 ,L49077     ,L    ,              297.8 ,                  307.4 ,                  1418 ,       41.2 ,            155 ,     0 ,No Failure               ,    6117.9  ,3257.9   ,    4.799999999999983  , 34.41747572815534  , 0.0290550070521861 ,    0.1093088857545839 ,  3.762135922330097  , 0.0253354909364324
1898 ,      1898 , 1899 ,L49078     ,L    ,              297.8 ,                  307.5 ,                  1372 ,       54.1 ,            157 ,     0 ,No Failure               ,    7772.84 ,4912.84  ,    4.849999999999994  , 25.36044362292052  , 0.0394314868804664 ,    0.1144314868804664 ,  2.9020332717190387 , 0.0201985374715033
1899 ,      1899 , 1900 ,L49079     ,L    ,              297.8 ,                  307.5 ,                  1388 ,       40.0 ,            159 ,     0 ,No Failure               ,    5814.04 ,2954.04  ,    4.849999999999994  , 34.7               , 0.0288184438040345 ,    0.1145533141210374 ,  3.975              , 0.0273475930678151
1900 ,      1900 , 1901 ,H31314     ,H    ,              297.9 ,                  307.6 ,                  1493 ,       36.0 ,            161 ,     0 ,No Failure               ,    5628.48 ,2768.48  ,    4.850000000000023  , 41.47222222222222  , 0.0241125251172136 ,    0.1078365706630944 ,  4.472222222222222  , 0.028604525555745
1901 ,      1901 , 1902 ,M16761     ,M    ,              297.9 ,                  307.6 ,                  1505 ,       40.1 ,            166 ,     0 ,No Failure               ,    6319.89 ,3459.89  ,    4.850000000000023  , 37.53117206982544  , 0.0266445182724252 ,    0.1102990033222591 ,  4.139650872817955  , 0.026266279951075
1902 ,      1902 , 1903 ,L49082     ,L    ,              298.0 ,                  307.6 ,                  1694 ,       29.1 ,            169 ,     0 ,No Failure               ,    5162.2  ,2302.2   ,    4.800000000000011  , 58.21305841924399  , 0.0171782762691853 ,    0.0997638724911452 ,  5.8075601374570445 , 0.0327379799310371
1903 ,      1903 , 1904 ,L49083     ,L    ,              297.9 ,                  307.6 ,                  1968 ,       20.4 ,            171 ,     0 ,No Failure               ,    4204.2  ,1344.2   ,    4.850000000000023  , 96.47058823529412  , 0.0103658536585365 ,    0.086890243902439  ,  8.382352941176471  , 0.0406736121021835
1904 ,      1904 , 1905 ,M16764     ,M    ,              298.0 ,                  307.6 ,                  1569 ,       35.6 ,            173 ,     0 ,No Failure               ,    5849.27 ,2989.27  ,    4.800000000000011  , 44.07303370786517  , 0.0226896112173358 ,    0.1102613129381771 ,  4.859550561797753  , 0.0295763402954556
1905 ,      1905 , 1906 ,L49085     ,L    ,              297.9 ,                  307.6 ,                  1687 ,       29.1 ,            176 ,     0 ,No Failure               ,    5140.87 ,2280.87  ,    4.850000000000023  , 57.97250859106529  , 0.0172495554238292 ,    0.1043272080616479 ,  6.048109965635739  , 0.0342354504198705
1906 ,      1906 , 1907 ,L49086     ,L    ,              297.9 ,                  307.6 ,                  1430 ,       52.4 ,            178 ,     0 ,No Failure               ,    7846.86 ,4986.86  ,    4.850000000000023  , 27.290076335877863 , 0.0366433566433566 ,    0.1244755244755244 ,  3.3969465648854964 , 0.0226842329288403
1907 ,      1907 , 1908 ,L49087     ,L    ,              297.9 ,                  307.6 ,                  1504 ,       42.4 ,            180 ,     0 ,No Failure               ,    6677.94 ,3817.94  ,    4.850000000000023  , 35.47169811320755  , 0.0281914893617021 ,    0.1196808510638298 ,  4.245283018867925  , 0.026954420075652
1908 ,      1908 , 1909 ,L49088     ,L    ,              297.9 ,                  307.6 ,                  1977 ,       20.2 ,            182 ,     0 ,No Failure               ,    4182.03 ,1322.03  ,    4.850000000000023  , 97.87128712871288  , 0.0102175012645422 ,    0.0920586747597369 ,  9.00990099009901   , 0.0435195347713909
1909 ,      1909 , 1910 ,L49089     ,L    ,              298.0 ,                  307.7 ,                  1435 ,       45.6 ,            184 ,     0 ,No Failure               ,    6852.44 ,3992.44  ,    4.849999999999994  , 31.469298245614038 , 0.0317770034843205 ,    0.1282229965156794 ,  4.035087719298246  , 0.0268517491579641
1910 ,      1910 , 1911 ,H31324     ,H    ,              298.0 ,                  307.7 ,                  1547 ,       36.8 ,            186 ,     0 ,No Failure               ,    5961.65 ,3101.65  ,    4.849999999999994  , 42.03804347826088  , 0.0237879767291532 ,    0.1202327084680025 ,  5.054347826086957  , 0.0311994162689859
1911 ,      1911 , 1912 ,M16771     ,M    ,              298.1 ,                  307.8 ,                  1316 ,       57.2 ,            191 ,     0 ,No Failure               ,    7882.8  ,5022.8   ,    4.849999999999994  , 23.006993006993007 , 0.0434650455927051 ,    0.1451367781155015 ,  3.339160839160839  , 0.0242299690465316
1912 ,      1912 , 1913 ,M16772     ,M    ,              298.0 ,                  307.7 ,                  1621 ,       34.9 ,            194 ,     0 ,No Failure               ,    5924.3  ,3064.3   ,    4.849999999999994  , 46.44699140401146  , 0.0215299198025909 ,    0.1196792103639728 ,  5.558739255014327  , 0.0327464848167716
1913 ,      1913 , 1914 ,M16773     ,M    ,              298.0 ,                  307.8 ,                  1492 ,       40.2 ,            197 ,     0 ,No Failure               ,    6280.92 ,3420.92  ,    4.900000000000006  , 37.11442786069652  , 0.0269436997319034 ,    0.1320375335120643 ,  4.900497512437811  , 0.0313648319036064
1914 ,      1914 , 1915 ,L49094     ,L    ,              298.0 ,                  307.7 ,                  1643 ,       32.3 ,            200 ,     0 ,No Failure               ,    5557.36 ,2697.36  ,    4.849999999999994  , 50.86687306501548  , 0.0196591600730371 ,    0.1217285453438831 ,  6.191950464396285  , 0.0359883109965883
1915 ,      1915 , 1916 ,L49095     ,L    ,              298.0 ,                  307.7 ,                  1492 ,       38.7 ,            202 ,     0 ,No Failure               ,    6046.56 ,3186.56  ,    4.849999999999994  , 38.552971576227385 , 0.0259383378016085 ,    0.1353887399463807 ,  5.219638242894057  , 0.0334074250482919
1916 ,      1916 , 1917 ,L49096     ,L    ,              298.0 ,                  307.7 ,                  1387 ,       50.8 ,            204 ,     0 ,No Failure               ,    7378.51 ,4518.51  ,    4.849999999999994  , 27.30314960629921  , 0.0366258111031002 ,    0.1470800288392213 ,  4.015748031496063  , 0.0276478584429647
1917 ,      1917 , 1918 ,M16777     ,M    ,              298.1 ,                  307.9 ,                  1463 ,       47.3 ,            206 ,     0 ,No Failure               ,    7246.6  ,4386.6   ,    4.899999999999977  , 30.930232558139537 , 0.0323308270676691 ,    0.1408065618591934 ,  4.355179704016914  , 0.0284271244445671
1918 ,      1918 , 1919 ,M16778     ,M    ,              298.1 ,                  307.9 ,                  1496 ,       40.0 ,              0 ,     0 ,No Failure               ,    6266.43 ,3406.43  ,    4.899999999999977  , 37.4               , 0.0267379679144385 ,    0.0                ,  0.0                , 0.0
1919 ,      1919 , 1920 ,L49099     ,L    ,              298.2 ,                  308.0 ,                  1658 ,       30.0 ,              3 ,     0 ,No Failure               ,    5208.76 ,2348.76  ,    4.900000000000006  , 55.266666666666666 , 0.0180940892641737 ,    0.0018094089264173 ,  0.1                , 0.0005759528179451
1920 ,      1920 , 1921 ,L49100     ,L    ,              298.1 ,                  307.9 ,                  2161 ,       17.5 ,              5 ,     0 ,No Failure               ,    3960.24 ,1100.24  ,    4.899999999999977  ,123.48571428571428  , 0.0080981027302174 ,    0.0023137436372049 ,  0.2857142857142857 , 0.0012625497444599
1921 ,      1921 , 1922 ,L49101     ,L    ,              298.1 ,                  307.9 ,                  1665 ,       32.0 ,              7 ,     0 ,No Failure               ,    5579.47 ,2719.47  ,    4.899999999999977  , 52.03125           , 0.0192192192192192 ,    0.0042042042042042 ,  0.21875            , 0.0012545994512023
1922 ,      1922 , 1923 ,L49102     ,L    ,              298.0 ,                  307.8 ,                  1716 ,       26.6 ,              9 ,     0 ,No Failure               ,    4780.0  ,1920.0   ,    4.900000000000006  , 64.51127819548871  , 0.0155011655011655 ,    0.0052447552447552 ,  0.3383458646616541 , 0.0018828451882845
1923 ,      1923 , 1924 ,L49103     ,L    ,              298.0 ,                  307.7 ,                  1529 ,       34.1 ,             11 ,     0 ,No Failure               ,    5459.97 ,2599.97  ,    4.849999999999994  , 44.83870967741935  , 0.0223021582733812 ,    0.0071942446043165 ,  0.3225806451612903 , 0.0020146630842294
1924 ,      1924 , 1925 ,L49104     ,L    ,              297.9 ,                  307.7 ,                  1353 ,       50.7 ,             13 ,     0 ,No Failure               ,    7183.47 ,4323.47  ,    4.900000000000006  , 26.686390532544376 , 0.0374722838137472 ,    0.0096082779009608 ,  0.2564102564102564 , 0.0018097103488982
1925 ,      1925 , 1926 ,L49105     ,L    ,              297.9 ,                  307.7 ,                  1537 ,       37.7 ,             15 ,     0 ,No Failure               ,    6067.98 ,3207.98  ,    4.900000000000006  , 40.76923076923077  , 0.0245283018867924 ,    0.0097592713077423 ,  0.3978779840848806 , 0.0024719923269358
1926 ,      1926 , 1927 ,L49106     ,L    ,              298.0 ,                  307.7 ,                  1606 ,       30.8 ,             17 ,     0 ,No Failure               ,    5179.94 ,2319.94  ,    4.849999999999994  , 52.14285714285714  , 0.0191780821917808 ,    0.010585305105853  ,  0.551948051948052  , 0.0032818912960381
1927 ,      1927 , 1928 ,H31341     ,H    ,              298.0 ,                  307.8 ,                  1314 ,       47.8 ,             19 ,     0 ,No Failure               ,    6577.36 ,3717.36  ,    4.900000000000006  , 27.489539748953977 , 0.0363774733637747 ,    0.0144596651445966 ,  0.397489539748954  , 0.0028886969848084
1928 ,      1928 , 1929 ,L49108     ,L    ,              298.0 ,                  307.8 ,                  1623 ,       29.9 ,             24 ,     0 ,No Failure               ,    5081.81 ,2221.81  ,    4.900000000000006  , 54.2809364548495   , 0.018422674060382  ,    0.0147874306839186 ,  0.802675585284281  , 0.0047227267449983
1929 ,      1929 , 1930 ,M16789     ,M    ,              298.0 ,                  307.8 ,                  1483 ,       50.9 ,             26 ,     0 ,No Failure               ,    7904.74 ,5044.74  ,    4.900000000000006  , 29.13555992141454  , 0.034322319622387  ,    0.0175320296695886 ,  0.5108055009823183 , 0.0032891657410616
1930 ,      1930 , 1931 ,M16790     ,M    ,              298.1 ,                  307.9 ,                  1569 ,       37.0 ,             29 ,     0 ,No Failure               ,    6079.3  ,3219.3   ,    4.899999999999977  , 42.4054054054054   , 0.0235818992989165 ,    0.0184831102613129 ,  0.7837837837837838 , 0.0047702860526705
1931 ,      1931 , 1932 ,M16791     ,M    ,              298.2 ,                  308.0 ,                  1969 ,       21.7 ,             32 ,     0 ,No Failure               ,    4474.39 ,1614.39  ,    4.900000000000006  , 90.7373271889401   , 0.0110208227526663 ,    0.0162519045200609 ,  1.4746543778801844 , 0.0071518128728161
1932 ,      1932 , 1933 ,M16792     ,M    ,              298.1 ,                  308.0 ,                  1686 ,       29.3 ,             35 ,     0 ,No Failure               ,    5173.13 ,2313.13  ,    4.949999999999989  , 57.54266211604095  , 0.0173784104389086 ,    0.0207591933570581 ,  1.1945392491467577 , 0.0067657298386083
1933 ,      1933 , 1934 ,L49113     ,L    ,              298.1 ,                  308.0 ,                  1638 ,       35.1 ,             38 ,     0 ,No Failure               ,    6020.74 ,3160.74  ,    4.949999999999989  , 46.66666666666666  , 0.0214285714285714 ,    0.0231990231990232 ,  1.0826210826210825 , 0.0063115165245468
1934 ,      1934 , 1935 ,L49114     ,L    ,              298.1 ,                  307.9 ,                  1698 ,       33.3 ,             40 ,     0 ,No Failure               ,    5921.21 ,3061.21  ,    4.899999999999977  , 50.990990990990994 , 0.0196113074204947 ,    0.0235571260306242 ,  1.2012012012012012 , 0.006755376012673
1935 ,      1935 , 1936 ,M16795     ,M    ,              298.1 ,                  307.9 ,                  1377 ,       55.1 ,             42 ,     0 ,No Failure               ,    7945.37 ,5085.37  ,    4.899999999999977  , 24.99092558983666  , 0.0400145243282498 ,    0.0305010893246187 ,  0.7622504537205081 , 0.0052860974378789
1936 ,      1936 , 1937 ,M16796     ,M    ,              298.1 ,                  308.0 ,                  2129 ,       18.4 ,             45 ,     0 ,No Failure               ,    4102.25 ,1242.25  ,    4.949999999999989  ,115.70652173913044  , 0.0086425551902301 ,    0.0211366838891498 ,  2.4456521739130435 , 0.0109695898592235
1937 ,      1937 , 1938 ,L49117     ,L    ,              298.2 ,                  308.0 ,                  1411 ,       42.4 ,             48 ,     0 ,No Failure               ,    6265.01 ,3405.01  ,    4.900000000000006  , 33.278301886792455 , 0.0300496102055279 ,    0.0340184266477675 ,  1.1320754716981132 , 0.0076615999016761
1938 ,      1938 , 1939 ,L49118     ,L    ,              298.1 ,                  307.9 ,                  1517 ,       40.8 ,             50 ,     0 ,No Failure               ,    6481.48 ,3621.48  ,    4.899999999999977  , 37.18137254901961  , 0.0268951878707976 ,    0.03295978905735   ,  1.2254901960784317 , 0.0077142874775514
1939 ,      1939 , 1940 ,M16799     ,M    ,              298.1 ,                  307.9 ,                  1303 ,       53.9 ,             52 ,     0 ,No Failure               ,    7354.65 ,4494.65  ,    4.899999999999977  , 24.17439703153989  , 0.0413660782808902 ,    0.0399079048349961 ,  0.9647495361781075 , 0.0070703568490682
1940 ,      1940 , 1941 ,L49120     ,L    ,              298.1 ,                  307.9 ,                  1578 ,       35.6 ,             55 ,     0 ,No Failure               ,    5882.82 ,3022.82  ,    4.899999999999977  , 44.32584269662921  , 0.0225602027883396 ,    0.0348542458808618 ,  1.544943820224719  , 0.009349257668941
1941 ,      1941 , 1942 ,L49121     ,L    ,              298.1 ,                  307.9 ,                  1425 ,       58.2 ,             57 ,     0 ,No Failure               ,    8684.93 ,5824.93  ,    4.899999999999977  , 24.484536082474225 , 0.0408421052631578 ,    0.04               ,  0.979381443298969  , 0.0065630926213567
1942 ,      1942 , 1943 ,L49122     ,L    ,              298.1 ,                  308.0 ,                  1456 ,       42.4 ,             59 ,     0 ,No Failure               ,    6464.81 ,3604.81  ,    4.949999999999989  , 34.33962264150944  , 0.0291208791208791 ,    0.040521978021978  ,  1.3915094339622642 , 0.0091263316323294
1943 ,      1943 , 1944 ,L49123     ,L    ,              298.1 ,                  308.0 ,                  1704 ,       30.9 ,             61 ,     0 ,No Failure               ,    5513.87 ,2653.87  ,    4.949999999999989  , 55.14563106796117  , 0.0181338028169014 ,    0.0357981220657277 ,  1.97411003236246   , 0.0110630101906646
1944 ,      1944 , 1945 ,L49124     ,L    ,              298.1 ,                  308.1 ,                  1791 ,       27.3 ,             63 ,     0 ,No Failure               ,    5120.2  ,2260.2   ,    5.0                , 65.6043956043956   , 0.0152428810720268 ,    0.0351758793969849 ,  2.3076923076923075 , 0.0123042068669192
1945 ,      1945 , 1946 ,L49125     ,L    ,              298.1 ,                  308.1 ,                  1616 ,       32.8 ,             65 ,     0 ,No Failure               ,    5550.65 ,2690.65  ,    5.0                , 49.268292682926834 , 0.0202970297029702 ,    0.0402227722772277 ,  1.981707317073171  , 0.0117103402304234
1946 ,      1946 , 1947 ,L49126     ,L    ,              298.2 ,                  308.1 ,                  1622 ,       34.9 ,             67 ,     0 ,No Failure               ,    5927.95 ,3067.95  ,    4.950000000000017  , 46.4756446991404   , 0.0215166461159062 ,    0.0413070283600493 ,  1.9197707736389689 , 0.0113023895275769
1947 ,      1947 , 1948 ,L49127     ,L    ,              298.2 ,                  308.1 ,                  1462 ,       49.9 ,             69 ,     0 ,No Failure               ,    7639.7  ,4779.7   ,    4.950000000000017  , 29.29859719438878  , 0.0341313269493844 ,    0.0471956224350205 ,  1.3827655310621243 , 0.0090317682631516
1948 ,      1948 , 1949 ,L49128     ,L    ,              298.1 ,                  308.1 ,                  1410 ,       45.8 ,             71 ,     0 ,No Failure               ,    6762.59 ,3902.59  ,    5.0                , 30.78602620087337  , 0.032482269503546  ,    0.050354609929078  ,  1.550218340611354  , 0.0104989360585219
1949 ,      1949 , 1950 ,M16809     ,M    ,              298.1 ,                  308.0 ,                  1543 ,       41.9 ,             73 ,     0 ,No Failure               ,    6770.31 ,3910.31  ,    4.949999999999989  , 36.82577565632458  , 0.0271548930654569 ,    0.0473104342190537 ,  1.7422434367541766 , 0.0107823718559416
1950 ,      1950 , 1951 ,M16810     ,M    ,              298.0 ,                  307.9 ,                  1479 ,       47.6 ,             76 ,     0 ,No Failure               ,    7372.31 ,4512.31  ,    4.949999999999989  , 31.07142857142857  , 0.032183908045977  ,    0.0513860716700473 ,  1.5966386554621848 , 0.0103088448532413
1951 ,      1951 , 1952 ,L49131     ,L    ,              298.0 ,                  307.8 ,                  1839 ,       22.7 ,             79 ,     0 ,No Failure               ,    4371.56 ,1511.56  ,    4.900000000000006  , 81.01321585903084  , 0.0123436650353452 ,    0.042958129418162  ,  3.4801762114537445 , 0.0180713521031393
1952 ,      1952 , 1953 ,L49132     ,L    ,              298.0 ,                  307.8 ,                  1266 ,       60.5 ,             81 ,     0 ,No Failure               ,    8020.8  ,5160.8   ,    4.900000000000006  , 20.925619834710744 , 0.0477883096366508 ,    0.0639810426540284 ,  1.3388429752066116 , 0.0100987432675044
1953 ,      1953 , 1954 ,L49133     ,L    ,              297.9 ,                  307.7 ,                  1593 ,       34.9 ,             83 ,     0 ,No Failure               ,    5821.97 ,2961.97  ,    4.900000000000006  , 45.64469914040115  , 0.021908349026993  ,    0.0521029504080351 ,  2.378223495702006  , 0.0142563427843152
1954 ,      1954 , 1955 ,L49134     ,L    ,              297.9 ,                  307.8 ,                  1459 ,       46.9 ,             85 ,     0 ,No Failure               ,    7165.67 ,4305.67  ,    4.950000000000017  , 31.108742004264396 , 0.032145305003427  ,    0.0582590815627141 ,  1.812366737739872  , 0.0118621147778225
1955 ,      1955 , 1956 ,L49135     ,L    ,              297.9 ,                  307.7 ,                  1308 ,       55.2 ,             87 ,     0 ,No Failure               ,    7560.93 ,4700.93  ,    4.900000000000006  , 23.695652173913043 , 0.0422018348623853 ,    0.0665137614678899 ,  1.576086956521739  , 0.0115065210232074
1956 ,      1956 , 1957 ,M16816     ,M    ,              297.9 ,                  307.7 ,                  1364 ,       46.8 ,             89 ,     0 ,No Failure               ,    6684.81 ,3824.81  ,    4.900000000000006  , 29.14529914529915  , 0.0343108504398827 ,    0.06524926686217   ,  1.9017094017094016 , 0.0133137665842409
1957 ,      1957 , 1958 ,H31371     ,H    ,              297.9 ,                  307.7 ,                  1618 ,       35.9 ,             92 ,     0 ,No Failure               ,    6082.77 ,3222.77  ,    4.900000000000006  , 45.06963788300836  , 0.0221878862793572 ,    0.0568603213844252 ,  2.562674094707521  , 0.0151246882588031
1958 ,      1958 , 1959 ,H31372     ,H    ,              297.9 ,                  307.7 ,                  1464 ,       43.2 ,             97 ,     0 ,No Failure               ,    6622.98 ,3762.98  ,    4.900000000000006  , 33.888888888888886 , 0.0295081967213114 ,    0.0662568306010929 ,  2.2453703703703702 , 0.0146459750746642
1959 ,      1959 , 1960 ,M16819     ,M    ,              297.8 ,                  307.6 ,                  1352 ,       49.4 ,            102 ,     0 ,No Failure               ,    6994.11 ,4134.11  ,    4.900000000000006  , 27.36842105263158  , 0.0365384615384615 ,    0.0754437869822485 ,  2.064777327935223  , 0.0145836997130442
1960 ,      1960 , 1961 ,L49140     ,L    ,              297.8 ,                  307.6 ,                  1446 ,       51.4 ,            105 ,     0 ,No Failure               ,    7783.23 ,4923.23  ,    4.900000000000006  , 28.13229571984436  , 0.0355463347164591 ,    0.0726141078838174 ,  2.0428015564202333 , 0.0134905431292663
1961 ,      1961 , 1962 ,L49141     ,L    ,              297.8 ,                  307.5 ,                  1448 ,       51.2 ,            107 ,     0 ,No Failure               ,    7763.67 ,4903.67  ,    4.849999999999994  , 28.28125           , 0.0353591160220994 ,    0.0738950276243094 ,  2.08984375         , 0.0137821416932971
1962 ,      1962 , 1963 ,L49142     ,L    ,              297.8 ,                  307.5 ,                  1391 ,       48.6 ,            109 ,     0 ,No Failure               ,    7079.33 ,4219.33  ,    4.849999999999994  , 28.62139917695473  , 0.0349388928828181 ,    0.0783608914450035 ,  2.242798353909465  , 0.0153969372807878
1963 ,      1963 , 1964 ,L49143     ,L    ,              297.7 ,                  307.5 ,                  1379 ,       43.3 ,            111 ,     0 ,No Failure               ,    6252.89 ,3392.89  ,    4.900000000000006  , 31.847575057736723 , 0.0313995649021029 ,    0.0804931109499637 ,  2.5635103926097    , 0.0177517915715773
1964 ,      1964 , 1965 ,M16824     ,M    ,              297.8 ,                  307.5 ,                  1405 ,       46.9 ,            113 ,     0 ,No Failure               ,    6900.46 ,4040.46  ,    4.849999999999994  , 29.957356076759066 , 0.0333807829181494 ,    0.0804270462633452 ,  2.4093816631130065 , 0.0163757198795442
1965 ,      1965 , 1966 ,L49145     ,L    ,              297.8 ,                  307.5 ,                  1581 ,       33.1 ,            116 ,     0 ,No Failure               ,    5480.1  ,2620.1   ,    4.849999999999994  , 47.764350453172206 , 0.0209361163820366 ,    0.0733712839974699 ,  3.5045317220543803 , 0.0211674969434864
1966 ,      1966 , 1967 ,L49146     ,L    ,              297.9 ,                  307.6 ,                  1515 ,       40.5 ,            118 ,     0 ,No Failure               ,    6425.34 ,3565.34  ,    4.850000000000023  , 37.407407407407405 , 0.0267326732673267 ,    0.0778877887788778 ,  2.9135802469135803 , 0.0183647869217815
1967 ,      1967 , 1968 ,L49147     ,L    ,              297.9 ,                  307.6 ,                  1589 ,       37.8 ,            120 ,     0 ,No Failure               ,    6289.91 ,3429.91  ,    4.850000000000023  , 42.03703703703704  , 0.0237885462555066 ,    0.0755191944619257 ,  3.174603174603175  , 0.0190781744094907
1968 ,      1968 , 1969 ,L49148     ,L    ,              298.0 ,                  307.6 ,                  1281 ,       50.8 ,            122 ,     0 ,No Failure               ,    6814.62 ,3954.62  ,    4.800000000000011  , 25.216535433070867 , 0.0396565183450429 ,    0.0952380952380952 ,  2.4015748031496065 , 0.0179026856963411
1969 ,      1969 , 1970 ,H31383     ,H    ,              297.8 ,                  307.5 ,                  1631 ,       31.3 ,            124 ,     0 ,No Failure               ,    5345.97 ,2485.97  ,    4.849999999999994  , 52.108626198083066 , 0.0191906805640711 ,    0.0760269773145309 ,  3.961661341853035  , 0.0231950422467765
1970 ,      1970 , 1971 ,M16830     ,M    ,              297.9 ,                  307.6 ,                  1202 ,       67.0 ,            129 ,     0 ,No Failure               ,    8433.5  ,5573.5   ,    4.850000000000023  , 17.940298507462686 , 0.0557404326123128 ,    0.1073211314475873 ,  1.9253731343283584 , 0.0152961403924823
1971 ,      1971 , 1972 ,L49151     ,L    ,              297.9 ,                  307.6 ,                  1298 ,       52.7 ,            132 ,     0 ,No Failure               ,    7163.31 ,4303.31  ,    4.850000000000023  , 24.62998102466793  , 0.0406009244992295 ,    0.1016949152542373 ,  2.504743833017077  , 0.018427235454001
1972 ,      1972 , 1973 ,L49152     ,L    ,              297.9 ,                  307.6 ,                  1612 ,       30.7 ,            134 ,     0 ,No Failure               ,    5182.41 ,2322.41  ,    4.850000000000023  , 52.50814332247557  , 0.0190446650124069 ,    0.0831265508684863 ,  4.364820846905538  , 0.0258566960159462
1973 ,      1973 , 1974 ,L49153     ,L    ,              297.9 ,                  307.6 ,                  1747 ,       25.3 ,            136 ,     0 ,No Failure               ,    4628.52 ,1768.52  ,    4.850000000000023  , 69.05138339920948  , 0.0144819690898683 ,    0.0778477389811104 ,  5.375494071146245  , 0.029383042527633
1974 ,      1974 , 1975 ,L49154     ,L    ,              298.0 ,                  307.6 ,                  1450 ,       48.7 ,            138 ,     0 ,No Failure               ,    7394.79 ,4534.79  ,    4.800000000000011  , 29.7741273100616   , 0.0335862068965517 ,    0.0951724137931034 ,  2.833675564681725  , 0.0186617875558332
1975 ,      1975 , 1976 ,L49155     ,L    ,              298.0 ,                  307.7 ,                  1422 ,       45.6 ,            140 ,     0 ,No Failure               ,    6790.36 ,3930.36  ,    4.849999999999994  , 31.184210526315788 , 0.0320675105485232 ,    0.0984528832630098 ,  3.070175438596491  , 0.0206174635807232
1976 ,      1976 , 1977 ,M16836     ,M    ,              298.1 ,                  307.7 ,                  1419 ,       47.4 ,            142 ,     0 ,No Failure               ,    7043.51 ,4183.51  ,    4.799999999999983  , 29.93670886075949  , 0.0334038054968287 ,    0.1000704721634954 ,  2.9957805907173    , 0.0201604029809001
1977 ,      1977 , 1978 ,M16837     ,M    ,              298.1 ,                  307.7 ,                  1633 ,       30.7 ,            145 ,     0 ,No Failure               ,    5249.93 ,2389.93  ,    4.799999999999983  , 53.192182410423456 , 0.0187997550520514 ,    0.0887936313533374 ,  4.723127035830619  , 0.0276194158779259
1978 ,      1978 , 1979 ,L49158     ,L    ,              298.0 ,                  307.7 ,                  1442 ,       43.6 ,            148 ,     0 ,No Failure               ,    6583.86 ,3723.86  ,    4.849999999999994  , 33.07339449541284  , 0.0302357836338418 ,    0.102635228848821  ,  3.3944954128440368 , 0.0224792143210821
1979 ,      1979 , 1980 ,H31393     ,H    ,              298.0 ,                  307.6 ,                  1420 ,       45.8 ,            150 ,     0 ,No Failure               ,    6810.55 ,3950.55  ,    4.800000000000011  , 31.00436681222708  , 0.0322535211267605 ,    0.1056338028169014 ,  3.275109170305677  , 0.0220246529281776
1980 ,      1980 , 1981 ,M16840     ,M    ,              298.0 ,                  307.6 ,                  1301 ,       58.5 ,            155 ,     0 ,No Failure               ,    7970.06 ,5110.06  ,    4.800000000000011  , 22.23931623931624  , 0.0449654112221368 ,    0.1191391237509608 ,  2.649572649572649  , 0.0194477833291091
1981 ,      1981 , 1982 ,L49161     ,L    ,              298.0 ,                  307.6 ,                  1385 ,       45.0 ,            158 ,     0 ,No Failure               ,    6526.66 ,3666.66  ,    4.800000000000011  , 30.77777777777778  , 0.0324909747292418 ,    0.1140794223826714 ,  3.511111111111111  , 0.024208400621451
1982 ,      1982 , 1983 ,M16842     ,M    ,              298.0 ,                  307.7 ,                  1487 ,       41.3 ,            160 ,     0 ,No Failure               ,    6431.16 ,3571.16  ,    4.849999999999994  , 36.00484261501211  , 0.0277740416946872 ,    0.1075991930060524 ,  3.8740920096852314 , 0.0248788709968341
